Condition,Leg,Muscle 1,Muscle 2,Significant Gait Phases
p10,Left,MED_GASTROLT_uV,RECTUSFEM_LT_uV,0.0% - 1.0%; 80.0% - 99.5%
p10,Left,MED_GASTROLT_uV,TIB_ANT_LT_uV,82.5% - 99.0%
p10,Left,SOLEUSLT_uV,VLOLT_uV,0.0% - 9.5%; 77.5% - 99.5%
p10,Left,SOLEUSLT_uV,RECTUSFEM_LT_uV,0.0% - 6.5%; 83.0% - 99.5%
p10,Left,SOLEUSLT_uV,TIB_ANT_LT_uV,0.0% - 6.0%; 84.5% - 99.5%
p10,Left,VLOLT_uV,RECTUSFEM_LT_uV,None
p10,Left,VLOLT_uV,TIB_ANT_LT_uV,None
p10,Left,RECTUSFEM_LT_uV,TIB_ANT_LT_uV,None
p10,Right,BICEPSFEM_RT_uV,LAT_GASTRORT_uV,0.0% - 5.5%; 82.0% - 99.5%
p10,Right,BICEPSFEM_RT_uV,MED_GASTRORT_uV,0.0% - 7.5%; 84.0% - 99.5%
p10,Right,BICEPSFEM_RT_uV,SOLEUSRT_uV,0.0% - 3.5%; 83.5% - 99.5%
p10,Right,BICEPSFEM_RT_uV,VLORT_uV,85.5% - 95.5%
p10,Right,BICEPSFEM_RT_uV,RECTUSFEM_RT_uV,86.5% - 96.5%
p10,Right,BICEPSFEM_RT_uV,TIB_ANT_RT_uV,None
p10,Right,LAT_GASTRORT_uV,MED_GASTRORT_uV,0.0% - 6.0%; 52.5% - 60.5%; 98.5% - 99.5%
p10,Right,LAT_GASTRORT_uV,SOLEUSRT_uV,None
p10,Right,LAT_GASTRORT_uV,VLORT_uV,32.0% - 50.5%
p10,Right,LAT_GASTRORT_uV,RECTUSFEM_RT_uV,37.5% - 54.5%
p10,Right,LAT_GASTRORT_uV,TIB_ANT_RT_uV,42.0% - 44.5%
p10,Right,MED_GASTRORT_uV,SOLEUSRT_uV,None
p10,Right,MED_GASTRORT_uV,VLORT_uV,27.5% - 49.5%
p10,Right,MED_GASTRORT_uV,RECTUSFEM_RT_uV,37.5% - 51.0%
p10,Right,MED_GASTRORT_uV,TIB_ANT_RT_uV,35.0% - 47.5%
p10,Right,SOLEUSRT_uV,VLORT_uV,29.0% - 51.0%
p10,Right,SOLEUSRT_uV,RECTUSFEM_RT_uV,39.0% - 55.5%
p10,Right,SOLEUSRT_uV,TIB_ANT_RT_uV,None
p10,Right,VLORT_uV,RECTUSFEM_RT_uV,None
p10,Right,VLORT_uV,TIB_ANT_RT_uV,None
p10,Right,RECTUSFEM_RT_uV,TIB_ANT_RT_uV,None
pref,Left,BICEPSFEM_LT_uV,LAT_GASTROLT_uV,35.0% - 58.0%
pref,Left,BICEPSFEM_LT_uV,MED_GASTROLT_uV,37.5% - 60.0%
pref,Left,BICEPSFEM_LT_uV,SOLEUSLT_uV,35.5% - 58.0%
pref,Left,BICEPSFEM_LT_uV,VLOLT_uV,36.0% - 46.5%
pref,Left,BICEPSFEM_LT_uV,RECTUSFEM_LT_uV,38.0% - 46.0%
pref,Left,BICEPSFEM_LT_uV,TIB_ANT_LT_uV,None
pref,Left,LAT_GASTROLT_uV,MED_GASTROLT_uV,None
pref,Left,LAT_GASTROLT_uV,SOLEUSLT_uV,None
pref,Left,LAT_GASTROLT_uV,VLOLT_uV,0.0% - 8.0%; 84.0% - 99.5%
pref,Left,LAT_GASTROLT_uV,RECTUSFEM_LT_uV,0.0% - 4.5%; 83.0% - 99.5%
pref,Left,LAT_GASTROLT_uV,TIB_ANT_LT_uV,0.0% - 4.0%; 87.0% - 99.5%
pref,Left,MED_GASTROLT_uV,SOLEUSLT_uV,None
pref,Left,MED_GASTROLT_uV,VLOLT_uV,0.0% - 3.0%; 82.5% - 99.5%
pref,Left,MED_GASTROLT_uV,RECTUSFEM_LT_uV,0.0% - 0.5%; 79.5% - 99.5%
pref,Left,MED_GASTROLT_uV,TIB_ANT_LT_uV,0.0% - 1.0%; 78.5% - 99.5%
pref,Left,SOLEUSLT_uV,VLOLT_uV,0.0% - 9.5%; 79.0% - 99.5%
pref,Left,SOLEUSLT_uV,RECTUSFEM_LT_uV,0.0% - 6.5%; 80.0% - 99.5%
pref,Left,SOLEUSLT_uV,TIB_ANT_LT_uV,0.0% - 7.0%; 80.0% - 99.5%
pref,Left,VLOLT_uV,RECTUSFEM_LT_uV,None
pref,Left,VLOLT_uV,TIB_ANT_LT_uV,57.5% - 65.0%
pref,Left,RECTUSFEM_LT_uV,TIB_ANT_LT_uV,60.0% - 66.0%
pref,Right,BICEPSFEM_RT_uV,LAT_GASTRORT_uV,0.0% - 2.5%; 85.5% - 99.5%
pref,Right,BICEPSFEM_RT_uV,MED_GASTRORT_uV,0.0% - 4.5%; 86.5% - 99.5%
pref,Right,BICEPSFEM_RT_uV,SOLEUSRT_uV,0.0% - 2.0%; 86.0% - 99.5%
pref,Right,BICEPSFEM_RT_uV,VLORT_uV,88.0% - 94.0%
pref,Right,BICEPSFEM_RT_uV,RECTUSFEM_RT_uV,87.5% - 93.0%
pref,Right,BICEPSFEM_RT_uV,TIB_ANT_RT_uV,None
pref,Right,LAT_GASTRORT_uV,MED_GASTRORT_uV,1.0% - 9.5%; 53.0% - 60.0%
pref,Right,LAT_GASTRORT_uV,SOLEUSRT_uV,None
pref,Right,LAT_GASTRORT_uV,VLORT_uV,32.0% - 51.0%
pref,Right,LAT_GASTRORT_uV,RECTUSFEM_RT_uV,29.0% - 54.0%
pref,Right,LAT_GASTRORT_uV,TIB_ANT_RT_uV,None
pref,Right,MED_GASTRORT_uV,SOLEUSRT_uV,None
pref,Right,MED_GASTRORT_uV,VLORT_uV,31.5% - 49.5%
pref,Right,MED_GASTRORT_uV,RECTUSFEM_RT_uV,24.0% - 52.0%
pref,Right,MED_GASTRORT_uV,TIB_ANT_RT_uV,38.0% - 47.0%
pref,Right,SOLEUSRT_uV,VLORT_uV,29.5% - 51.5%
pref,Right,SOLEUSRT_uV,RECTUSFEM_RT_uV,22.5% - 56.0%
pref,Right,SOLEUSRT_uV,TIB_ANT_RT_uV,40.0% - 55.5%
pref,Right,VLORT_uV,RECTUSFEM_RT_uV,None
pref,Right,VLORT_uV,TIB_ANT_RT_uV,11.5% - 14.5%
pref,Right,RECTUSFEM_RT_uV,TIB_ANT_RT_uV,None
m10,Left,BICEPSFEM_LT_uV,LAT_GASTROLT_uV,33.5% - 56.5%
m10,Left,BICEPSFEM_LT_uV,MED_GASTROLT_uV,35.0% - 60.0%
m10,Left,BICEPSFEM_LT_uV,SOLEUSLT_uV,33.0% - 57.0%
m10,Left,BICEPSFEM_LT_uV,VLOLT_uV,35.5% - 47.0%
m10,Left,BICEPSFEM_LT_uV,RECTUSFEM_LT_uV,36.0% - 47.0%
m10,Left,BICEPSFEM_LT_uV,TIB_ANT_LT_uV,38.0% - 45.5%
m10,Left,LAT_GASTROLT_uV,MED_GASTROLT_uV,4.0% - 10.0%
m10,Left,LAT_GASTROLT_uV,SOLEUSLT_uV,None
m10,Left,LAT_GASTROLT_uV,VLOLT_uV,0.0% - 6.0%; 82.5% - 99.5%
m10,Left,LAT_GASTROLT_uV,RECTUSFEM_LT_uV,0.0% - 4.5%; 83.5% - 99.5%
m10,Left,LAT_GASTROLT_uV,TIB_ANT_LT_uV,0.0% - 3.5%; 86.5% - 99.5%
m10,Left,MED_GASTROLT_uV,SOLEUSLT_uV,None
m10,Left,MED_GASTROLT_uV,VLOLT_uV,0.0% - 2.0%; 79.5% - 99.5%
m10,Left,MED_GASTROLT_uV,RECTUSFEM_LT_uV,0.0% - 0.5%; 79.0% - 99.5%
m10,Left,MED_GASTROLT_uV,TIB_ANT_LT_uV,83.0% - 98.5%
m10,Left,SOLEUSLT_uV,VLOLT_uV,0.0% - 9.0%; 78.5% - 99.5%
m10,Left,SOLEUSLT_uV,RECTUSFEM_LT_uV,0.0% - 6.5%; 79.0% - 99.5%
m10,Left,SOLEUSLT_uV,TIB_ANT_LT_uV,0.0% - 5.5%; 83.5% - 99.5%
m10,Left,VLOLT_uV,RECTUSFEM_LT_uV,None
m10,Left,VLOLT_uV,TIB_ANT_LT_uV,56.5% - 64.5%
m10,Left,RECTUSFEM_LT_uV,TIB_ANT_LT_uV,60.0% - 65.5%
m10,Right,BICEPSFEM_RT_uV,LAT_GASTRORT_uV,0.0% - 2.0%; 85.5% - 99.5%
m10,Right,BICEPSFEM_RT_uV,MED_GASTRORT_uV,0.0% - 7.0%; 84.5% - 99.5%
m10,Right,BICEPSFEM_RT_uV,SOLEUSRT_uV,0.0% - 2.0%; 85.0% - 99.5%
m10,Right,BICEPSFEM_RT_uV,VLORT_uV,87.0% - 94.5%
m10,Right,BICEPSFEM_RT_uV,RECTUSFEM_RT_uV,88.0% - 94.5%
m10,Right,BICEPSFEM_RT_uV,TIB_ANT_RT_uV,None
m10,Right,LAT_GASTRORT_uV,MED_GASTRORT_uV,0.0% - 8.5%; 51.5% - 60.5%; 96.0% - 99.5%
m10,Right,LAT_GASTRORT_uV,SOLEUSRT_uV,None
m10,Right,LAT_GASTRORT_uV,VLORT_uV,33.0% - 49.5%
m10,Right,LAT_GASTRORT_uV,RECTUSFEM_RT_uV,35.5% - 55.0%
m10,Right,LAT_GASTRORT_uV,TIB_ANT_RT_uV,40.5% - 49.5%
m10,Right,MED_GASTRORT_uV,SOLEUSRT_uV,None
m10,Right,MED_GASTRORT_uV,VLORT_uV,31.5% - 49.5%
m10,Right,MED_GASTRORT_uV,RECTUSFEM_RT_uV,35.5% - 51.0%
m10,Right,MED_GASTRORT_uV,TIB_ANT_RT_uV,35.5% - 47.0%
m10,Right,SOLEUSRT_uV,VLORT_uV,29.0% - 51.5%
m10,Right,SOLEUSRT_uV,RECTUSFEM_RT_uV,36.0% - 56.5%
m10,Right,SOLEUSRT_uV,TIB_ANT_RT_uV,39.0% - 56.0%
m10,Right,VLORT_uV,RECTUSFEM_RT_uV,None
m10,Right,VLORT_uV,TIB_ANT_RT_uV,None
m10,Right,RECTUSFEM_RT_uV,TIB_ANT_RT_uV,None
m20,Left,BICEPSFEM_LT_uV,LAT_GASTROLT_uV,33.5% - 56.0%
m20,Left,BICEPSFEM_LT_uV,MED_GASTROLT_uV,35.5% - 58.0%
m20,Left,BICEPSFEM_LT_uV,SOLEUSLT_uV,32.5% - 55.5%
m20,Left,BICEPSFEM_LT_uV,VLOLT_uV,35.5% - 47.0%
m20,Left,BICEPSFEM_LT_uV,RECTUSFEM_LT_uV,37.0% - 46.0%
m20,Left,BICEPSFEM_LT_uV,TIB_ANT_LT_uV,37.0% - 44.5%
m20,Left,LAT_GASTROLT_uV,MED_GASTROLT_uV,2.5% - 5.5%; 8.0% - 13.5%; 57.5% - 58.5%
m20,Left,LAT_GASTROLT_uV,SOLEUSLT_uV,None
m20,Left,LAT_GASTROLT_uV,VLOLT_uV,0.0% - 5.0%; 80.5% - 99.5%
m20,Left,LAT_GASTROLT_uV,RECTUSFEM_LT_uV,0.0% - 3.0%; 86.5% - 99.5%
m20,Left,LAT_GASTROLT_uV,TIB_ANT_LT_uV,0.0% - 4.5%; 86.5% - 99.5%
m20,Left,MED_GASTROLT_uV,SOLEUSLT_uV,None
m20,Left,MED_GASTROLT_uV,VLOLT_uV,0.0% - 1.5%; 79.0% - 99.5%
m20,Left,MED_GASTROLT_uV,RECTUSFEM_LT_uV,82.5% - 99.0%
m20,Left,MED_GASTROLT_uV,TIB_ANT_LT_uV,0.0% - 0.5%; 82.5% - 99.5%
m20,Left,SOLEUSLT_uV,VLOLT_uV,0.0% - 8.0%; 79.0% - 99.5%
m20,Left,SOLEUSLT_uV,RECTUSFEM_LT_uV,0.0% - 5.5%; 85.0% - 99.5%
m20,Left,SOLEUSLT_uV,TIB_ANT_LT_uV,0.0% - 5.5%; 89.5% - 99.5%
m20,Left,VLOLT_uV,RECTUSFEM_LT_uV,None
m20,Left,VLOLT_uV,TIB_ANT_LT_uV,57.0% - 62.0%
m20,Left,RECTUSFEM_LT_uV,TIB_ANT_LT_uV,60.0% - 65.0%
m20,Right,BICEPSFEM_RT_uV,LAT_GASTRORT_uV,0.0% - 2.0%; 85.0% - 99.5%
m20,Right,BICEPSFEM_RT_uV,MED_GASTRORT_uV,0.0% - 8.5%; 81.5% - 99.5%
m20,Right,BICEPSFEM_RT_uV,SOLEUSRT_uV,0.0% - 1.5%; 82.0% - 99.5%
m20,Right,BICEPSFEM_RT_uV,VLORT_uV,84.0% - 94.0%
m20,Right,BICEPSFEM_RT_uV,RECTUSFEM_RT_uV,88.5% - 93.5%
m20,Right,BICEPSFEM_RT_uV,TIB_ANT_RT_uV,None
m20,Right,LAT_GASTRORT_uV,MED_GASTRORT_uV,0.0% - 10.5%; 52.0% - 58.0%; 98.0% - 99.5%
m20,Right,LAT_GASTRORT_uV,SOLEUSRT_uV,None
m20,Right,LAT_GASTRORT_uV,VLORT_uV,32.0% - 52.5%
m20,Right,LAT_GASTRORT_uV,RECTUSFEM_RT_uV,37.5% - 54.0%
m20,Right,LAT_GASTRORT_uV,TIB_ANT_RT_uV,39.5% - 49.5%
m20,Right,MED_GASTRORT_uV,SOLEUSRT_uV,None
m20,Right,MED_GASTRORT_uV,VLORT_uV,28.5% - 51.0%
m20,Right,MED_GASTRORT_uV,RECTUSFEM_RT_uV,35.5% - 50.0%
m20,Right,MED_GASTRORT_uV,TIB_ANT_RT_uV,31.0% - 46.5%
m20,Right,SOLEUSRT_uV,VLORT_uV,27.5% - 54.0%
m20,Right,SOLEUSRT_uV,RECTUSFEM_RT_uV,39.5% - 56.0%
m20,Right,SOLEUSRT_uV,TIB_ANT_RT_uV,41.5% - 56.0%
m20,Right,VLORT_uV,RECTUSFEM_RT_uV,None
m20,Right,VLORT_uV,TIB_ANT_RT_uV,None
m20,Right,RECTUSFEM_RT_uV,TIB_ANT_RT_uV,None
